po_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,status,is_delayed,total_amount,payment_terms
3091,49,1,2022-07-06,2022-07-20,2022-07-20,Delivered,0,189081.56,Net30
3092,6,9,2022-03-20,2022-04-09,2022-04-13,Delivered,1,31213.79,Net90
3093,80,9,2023-02-09,2023-02-21,2023-02-21,Delivered,0,2057229.53,Immediate
3094,27,9,2022-05-26,2022-07-04,2022-07-13,Delivered,1,933297.68,Net90
3095,50,5,2023-12-25,2024-01-23,2024-01-24,Delivered,0,1051971.92,Net90
3096,29,10,2023-10-26,2023-11-11,2023-11-13,Delivered,0,31392.23,Net30
3097,9,4,2023-09-08,2023-09-28,2023-09-29,Delivered,0,42827649.27,Net90
3098,47,8,2022-09-26,2022-10-30,2022-11-14,Delivered,1,6937580.31,Net60
3099,36,9,2022-06-02,2022-06-11,2022-06-10,Delivered,0,78437.44,Net90
3100,46,5,2024-10-03,2024-10-15,2024-10-15,Delivered,0,1615415.49,Net60
3101,41,4,2024-08-27,2024-09-22,2024-09-24,Delivered,0,19658685.93,Net30
3102,26,7,2023-01-22,2023-02-15,2023-02-15,Delivered,0,85835.54,Net60
3103,68,9,2023-08-06,2023-08-17,2023-08-17,Delivered,0,1230761.22,Net30
3104,38,4,2023-05-29,2023-06-05,2023-06-04,Delivered,0,49833.0,Net60
3105,80,2,2023-12-26,2024-01-09,2024-01-08,Delivered,0,1367710.72,Net90
3106,74,3,2022-07-01,2022-07-11,2022-07-11,Delivered,0,1172664.66,Net30
3107,27,9,2022-06-28,2022-08-05,2022-08-12,Delivered,1,1777036.32,Net90
3108,41,2,2024-08-26,2024-09-26,2024-09-26,Delivered,0,8035369.05,Immediate
3109,32,9,2023-05-05,2023-06-26,2023-07-11,Delivered,1,47783255.58,Net60
3110,44,6,2024-10-26,2024-11-03,2024-11-02,Delivered,0,676474.54,Net30
3111,20,2,2024-12-17,2025-01-08,,Pending,0,6792793.18,Net30
3112,38,6,2022-03-15,2022-03-27,2022-04-02,Delivered,1,16692406.87,Net60
3113,75,6,2022-07-12,2022-08-21,2022-08-23,Delivered,0,1180842.85,Net30
3114,54,4,2024-09-18,2024-10-02,2024-10-13,Delivered,1,2338243.67,Net30
3115,56,10,2024-11-02,2024-11-16,2024-11-15,Delivered,0,308000.2,Net60
3116,59,9,2023-02-26,2023-05-18,2023-06-02,Delivered,1,409560.46,Net30
3117,73,10,2023-06-09,2023-06-25,2023-06-27,Delivered,0,16749040.67,Net60
3118,56,5,2024-01-04,2024-01-17,2024-01-17,Delivered,0,995668.45,Immediate
3119,25,5,2022-02-23,2022-03-20,2022-03-19,Delivered,0,1809195.47,Immediate
3120,35,5,2022-03-05,2022-03-22,2022-03-24,Delivered,0,326570.09,Immediate
3121,32,3,2024-08-03,2024-09-05,2024-09-17,Delivered,1,47443693.4,Net60
3122,1,10,2023-05-23,2023-06-07,2023-06-11,Delivered,1,445534.74,Net30
3123,58,5,2024-10-11,2024-12-31,2024-12-31,Delivered,0,10519435.8,Net30
3124,14,7,2024-04-11,2024-04-29,2024-04-30,Delivered,0,22695255.19,Net60
3125,1,1,2023-05-14,2023-06-02,2023-06-14,Delivered,1,106394.66,Net90
3126,43,7,2022-10-17,2022-11-10,2022-11-11,Delivered,0,1206950.75,Net60
3127,68,6,2022-08-23,2022-09-03,2022-09-02,Delivered,0,36185277.12,Net60
3128,38,1,2024-05-27,2024-06-08,2024-06-08,Delivered,0,3248082.86,Net60
3129,3,9,2022-10-25,2022-11-21,2022-11-20,Delivered,0,1831186.73,Immediate
3130,20,9,2024-01-16,2024-02-04,2024-02-05,Delivered,0,182131.32,Net60
3131,15,1,2024-10-02,2024-10-20,2024-10-22,Delivered,0,2059034.08,Immediate
3132,74,2,2024-09-11,2024-09-24,2024-09-25,Delivered,0,145135.75,Net30
3133,43,10,2022-08-16,2022-09-10,2022-09-09,Delivered,0,531724.51,Net90
3134,24,10,2023-03-15,2023-04-09,2023-04-08,Delivered,0,6438294.3,Net30
3135,31,3,2023-02-11,2023-03-01,2023-03-12,Delivered,1,290891.67,Net90
3136,33,3,2023-12-01,2023-12-12,2023-12-14,Delivered,0,34550503.43,Net60
3137,15,4,2024-02-17,2024-03-03,2024-03-03,Delivered,0,19289.56,Net30
3138,13,1,2023-02-11,2023-03-01,2023-03-14,Delivered,1,869126.64,Immediate
3139,54,5,2024-05-18,2024-06-06,2024-06-18,Delivered,1,131812.54,Net60
3140,21,10,2023-03-28,2023-04-12,2023-04-14,Delivered,0,202380.78,Immediate
3141,37,2,2023-03-02,2023-03-21,2023-03-20,Delivered,0,266949.01,Immediate
3142,76,7,2022-02-13,2022-03-08,2022-03-09,Delivered,0,3310740.28,Net90
3143,33,4,2022-03-09,2022-03-23,2022-03-25,Delivered,0,641944.19,Net30
3144,60,2,2023-05-08,2023-05-19,2023-05-20,Delivered,0,1505645.61,Immediate
3145,22,8,2024-08-07,2024-08-19,2024-08-19,Delivered,0,6647289.56,Net30
3146,23,3,2023-09-17,2023-10-10,2023-10-11,Delivered,0,1120615.71,Net90
3147,22,9,2022-10-11,2022-11-07,2022-11-09,Delivered,0,4568381.67,Immediate
3148,1,4,2023-12-04,2023-12-25,2024-01-08,Delivered,1,283132.3,Immediate
3149,7,6,2023-02-24,2023-03-12,2023-03-13,Delivered,0,405728.53,Net90
3150,49,8,2022-08-29,2022-09-12,2022-09-12,Delivered,0,2731753.86,Immediate
3151,48,4,2022-07-06,2022-07-26,2022-07-25,Delivered,0,28827053.54,Net60
3152,80,2,2023-08-05,2023-08-21,2023-08-23,Delivered,0,1536133.62,Net90
3153,17,8,2023-09-10,2023-09-24,2023-09-25,Delivered,0,1532258.8,Net90
3154,54,4,2022-11-03,2022-12-01,2022-12-01,Delivered,0,3569670.79,Immediate
3155,27,6,2024-01-06,2024-02-11,2024-02-10,Delivered,0,1372605.3,Net60
3156,56,7,2024-04-29,2024-05-14,2024-05-16,Delivered,0,612109.09,Net60
3157,25,3,2022-05-13,2022-06-07,2022-06-09,Delivered,0,1870076.5,Net30
3158,17,4,2024-09-25,2024-10-11,2024-10-13,Delivered,0,149981.3,Immediate
3159,78,5,2022-06-17,2022-07-15,2022-07-15,Delivered,0,1586235.68,Net90
3160,36,10,2024-09-29,2024-10-06,2024-10-07,Delivered,0,2285986.36,Immediate
3161,42,5,2023-08-22,2023-09-21,2023-09-23,Delivered,0,2381128.19,Net60
3162,34,2,2023-11-29,2023-12-14,2023-12-13,Delivered,0,3673889.69,Net60
3163,57,1,2024-04-11,2024-04-22,2024-04-21,Delivered,0,277018.68,Immediate
3164,54,7,2024-01-09,2024-02-08,2024-02-08,Delivered,0,135947.9,Net90
3165,22,5,2024-04-04,2024-04-30,2024-04-30,Delivered,0,670078.64,Net30
3166,17,10,2023-01-22,2023-02-06,2023-02-05,Delivered,0,3585812.36,Net60
3167,74,2,2024-09-25,2024-10-10,2024-10-12,Delivered,0,1527688.51,Net60
3168,79,8,2022-03-16,2022-04-02,2022-04-01,Delivered,0,345412.54,Net60
3169,13,7,2024-06-10,2024-07-22,2024-07-22,Delivered,0,387158.98,Net90
3170,80,10,2023-07-05,2023-07-24,2023-07-26,Delivered,0,677395.8,Net30
3171,31,7,2024-11-10,2024-11-19,2024-11-20,Delivered,0,17819275.18,Net30
3172,28,7,2023-02-01,2023-02-13,2023-02-13,Delivered,0,4578023.55,Net30
3173,46,9,2023-03-20,2023-03-30,2023-03-31,Delivered,0,1635601.72,Net30
3174,69,6,2022-03-09,2022-03-28,2022-03-29,Delivered,0,23604424.0,Immediate
3175,75,9,2023-04-11,2023-04-28,2023-05-11,Delivered,1,580907.04,Net30
3176,21,3,2022-09-14,2022-09-23,2022-09-25,Delivered,0,1311589.83,Net90
3177,77,4,2023-03-06,2023-03-20,2023-03-22,Delivered,0,47261.07,Immediate
3178,10,5,2024-06-08,2024-06-19,2024-06-19,Delivered,0,148385.94,Net60
3179,6,10,2024-08-11,2024-08-24,2024-08-24,Delivered,0,258453.1,Net60
3180,3,10,2022-07-28,2022-08-08,2022-08-10,Delivered,0,61318.32,Net90
3181,29,10,2022-10-19,2022-11-02,2022-11-01,Delivered,0,1519874.65,Net60
3182,76,6,2023-02-07,2023-02-25,2023-02-25,Delivered,0,2925348.93,Net30
3183,48,8,2022-09-19,2022-10-04,2022-10-03,Delivered,0,2935232.79,Net90
3184,5,8,2022-08-21,2022-09-04,2022-09-06,Delivered,0,1690037.3,Net90
3185,35,4,2023-09-22,2023-10-02,2023-10-02,Delivered,0,2018547.84,Net60
3186,31,8,2024-08-07,2024-08-22,2024-08-23,Delivered,0,4759870.62,Immediate
3187,42,6,2023-02-10,2023-03-14,2023-03-15,Delivered,0,2508452.73,Net60
3188,67,4,2022-03-19,2022-04-04,2022-04-06,Delivered,0,3831003.77,Net90
3189,62,8,2022-02-16,2022-03-30,2022-04-01,Delivered,0,586815.45,Net30
3190,24,3,2022-09-19,2022-10-07,2022-10-09,Delivered,0,1397240.62,Immediate
3191,9,5,2024-07-26,2024-08-23,2024-08-30,Delivered,1,3030755.94,Net90
3192,12,1,2022-07-02,2022-07-12,2022-07-23,Delivered,1,1652683.54,Immediate
3193,1,9,2022-12-12,2023-01-07,2023-01-20,Delivered,1,2063806.22,Immediate
3194,66,9,2023-04-12,2023-04-20,2023-04-21,Delivered,0,341453.99,Net90
3195,28,4,2023-10-19,2023-11-06,2023-11-07,Delivered,0,5870036.3,Net30
3196,57,6,2024-11-17,2024-11-28,2024-12-03,Delivered,1,144024.54,Net60
3197,52,5,2024-08-15,2024-09-04,2024-09-06,Delivered,0,178869.86,Immediate
3198,9,7,2024-08-02,2024-08-16,2024-08-30,Delivered,1,8236648.82,Net30
3199,27,5,2024-05-22,2024-07-10,2024-07-22,Delivered,1,4453994.29,Net30
3200,52,7,2024-06-24,2024-07-05,2024-07-05,Delivered,0,410456.21,Net60
3201,30,10,2024-08-18,2024-08-31,2024-09-01,Delivered,0,1116309.87,Net30
3202,52,7,2023-02-10,2023-02-24,2023-02-25,Delivered,0,18571645.19,Net30
3203,35,4,2023-08-08,2023-08-18,2023-08-18,Delivered,0,38386707.31,Net90
3204,40,3,2024-10-08,2024-11-05,2024-11-07,Delivered,0,3013518.76,Net90
3205,56,8,2022-09-25,2022-10-06,2022-10-07,Delivered,0,250017.63,Net60
3206,54,10,2024-06-25,2024-07-18,2024-07-20,Delivered,0,1955148.72,Immediate
3207,13,7,2023-07-15,2023-08-10,2023-08-11,Delivered,0,29577106.72,Net30
3208,4,2,2022-11-03,2022-11-14,2022-11-16,Delivered,0,2965809.97,Net60
3209,44,8,2024-01-04,2024-01-14,2024-01-15,Delivered,0,13712.9,Net30
3210,47,10,2023-12-30,2024-01-24,2024-01-23,Delivered,0,1087553.88,Immediate
3211,58,6,2023-08-19,2023-10-02,2023-10-02,Delivered,0,245966.22,Immediate
3212,57,6,2022-09-08,2022-09-20,2022-09-22,Delivered,0,65594.62,Net90
3213,5,7,2022-04-01,2022-04-22,2022-04-24,Delivered,0,17573444.41,Net30
3214,70,8,2022-04-01,2022-04-09,2022-04-08,Delivered,0,477994.15,Immediate
3215,6,3,2024-04-01,2024-04-12,2024-04-13,Delivered,0,2116858.8,Net30
3216,76,3,2022-12-09,2022-12-26,2022-12-28,Delivered,0,617874.27,Net30
3217,7,4,2023-01-13,2023-02-09,2023-02-08,Delivered,0,1422066.78,Net90
3218,73,10,2022-04-23,2022-05-04,2022-05-03,Delivered,0,2718819.85,Immediate
3219,3,6,2024-02-05,2024-02-16,2024-02-15,Delivered,0,1433929.3,Immediate
3220,9,8,2022-06-16,2022-07-06,2022-07-08,Delivered,0,81481.75,Net90
3221,24,1,2022-10-30,2022-11-22,2022-11-27,Delivered,1,4806475.18,Net30
3222,70,4,2024-10-01,2024-10-19,2024-10-21,Delivered,0,1070666.39,Net60
3223,71,6,2023-07-27,2023-08-02,2023-08-02,Delivered,0,192401.67,Net60
3224,30,8,2024-09-05,2024-09-23,2024-10-03,Delivered,1,10153584.18,Immediate
3225,53,9,2023-06-07,2023-06-25,2023-06-24,Delivered,0,722218.04,Net60
3226,60,8,2022-03-09,2022-03-24,2022-03-26,Delivered,0,981139.67,Immediate
3227,44,3,2022-07-11,2022-07-20,2022-07-29,Delivered,1,310225.85,Net30
3228,33,4,2022-09-06,2022-09-21,2022-09-21,Delivered,0,30763056.14,Net30
3229,10,4,2023-01-08,2023-01-20,2023-01-22,Delivered,0,265401.11,Net60
3230,76,9,2023-03-29,2023-04-08,2023-04-09,Delivered,0,3889261.52,Net30
3231,37,9,2022-02-11,2022-03-11,2022-03-13,Delivered,0,106763.7,Net90
3232,48,4,2022-03-05,2022-03-20,2022-03-25,Delivered,1,5556894.35,Net30
3233,9,9,2024-11-28,2024-12-11,2024-12-10,Delivered,0,5120114.37,Net30
3234,51,6,2024-10-20,2024-11-14,2024-11-14,Delivered,0,5568864.63,Net90
3235,37,1,2022-03-03,2022-04-30,2022-05-01,Delivered,0,1831083.02,Immediate
3236,5,4,2023-06-22,2023-07-04,2023-07-04,Delivered,0,676209.51,Net30
3237,25,1,2024-09-24,2024-10-09,2024-10-10,Delivered,0,300891.24,Net30
3238,46,9,2023-08-18,2023-09-03,2023-09-05,Delivered,0,71644.8,Net60
3239,68,1,2024-12-28,2025-01-04,,Pending,0,9681165.62,Immediate
3240,5,8,2023-08-09,2023-08-23,2023-08-25,Delivered,0,6679534.52,Net90
3241,46,4,2022-01-30,2022-02-09,2022-02-11,Delivered,0,333843.17,Immediate
3242,38,4,2024-03-03,2024-03-11,2024-03-13,Delivered,0,405195.43,Net60
3243,37,7,2023-07-08,2023-08-04,2023-08-06,Delivered,0,32047.62,Immediate
3244,39,10,2024-01-27,2024-02-12,2024-02-14,Delivered,0,205959.86,Net90
3245,11,6,2024-10-15,2024-10-27,2024-10-27,Delivered,0,2007583.76,Net60
3246,45,7,2023-12-01,2023-12-23,2023-12-22,Delivered,0,2293202.77,Net90
3247,72,5,2024-03-10,2024-03-23,2024-03-22,Delivered,0,309179.63,Net60
3248,62,7,2022-01-17,2022-02-16,2022-02-17,Delivered,0,2414509.02,Net30
3249,52,1,2024-11-20,2024-12-01,2024-11-30,Delivered,0,1306335.84,Net60
3250,58,7,2022-09-17,2022-10-21,2022-10-25,Delivered,1,908541.99,Net60
3251,49,1,2022-08-12,2022-08-26,2022-08-25,Delivered,0,646452.96,Immediate
3252,41,2,2024-11-14,2024-12-01,2024-12-01,Delivered,0,4332234.28,Net60
3253,15,8,2023-09-15,2023-09-23,2023-09-22,Delivered,0,3785313.13,Net30
3254,50,8,2024-10-25,2024-11-07,2024-11-10,Delivered,1,381485.68,Immediate
3255,59,5,2023-12-06,2024-01-14,2024-01-16,Delivered,0,2980474.66,Immediate
3256,35,5,2023-08-02,2023-08-17,2023-08-17,Delivered,0,32753382.56,Net60
3257,32,4,2023-02-05,2023-03-12,2023-03-12,Delivered,0,342395.27,Net90
3258,66,3,2023-02-19,2023-02-25,2023-02-27,Delivered,0,377544.93,Net30
3259,47,2,2023-05-27,2023-06-18,2023-06-18,Delivered,0,6364864.8,Immediate
3260,33,1,2024-08-26,2024-09-07,2024-09-06,Delivered,0,49120183.05,Immediate
3261,75,7,2022-06-11,2022-07-29,2022-08-02,Delivered,1,1056659.6,Immediate
3262,25,9,2024-01-08,2024-01-29,2024-02-13,Delivered,1,517225.07,Net30
3263,69,3,2022-03-12,2022-03-25,2022-03-24,Delivered,0,3939029.06,Net30
3264,35,2,2022-02-01,2022-02-16,2022-02-23,Delivered,1,10355174.05,Net90
3265,72,4,2024-08-02,2024-08-10,2024-08-10,Delivered,0,4348796.01,Net90
3266,3,5,2023-04-10,2023-04-25,2023-04-26,Delivered,0,10642017.15,Immediate
3267,56,6,2022-02-28,2022-03-07,2022-03-07,Delivered,0,706475.64,Immediate
3268,59,4,2024-01-17,2024-02-19,2024-03-01,Delivered,1,134471.88,Net30
3269,74,3,2024-09-02,2024-09-17,2024-09-17,Delivered,0,780535.62,Net60
3270,45,1,2024-07-23,2024-08-08,2024-08-08,Delivered,0,12817926.19,Net60
3271,5,9,2023-03-16,2023-03-25,2023-03-31,Delivered,1,7699966.15,Immediate
3272,55,7,2022-01-29,2022-02-05,2022-02-04,Delivered,0,273588.82,Net90
3273,11,8,2024-07-30,2024-08-07,2024-08-08,Delivered,0,3458462.16,Immediate
3274,80,2,2024-02-28,2024-03-12,2024-03-13,Delivered,0,428549.22,Immediate
3275,58,8,2024-02-13,2024-05-17,2024-05-17,Delivered,0,407844.93,Net60
3276,34,7,2022-09-05,2022-09-26,2022-09-28,Delivered,0,688246.37,Immediate
3277,16,5,2022-10-01,2022-10-15,2022-10-15,Delivered,0,278332.29,Net90
3278,53,5,2024-01-08,2024-01-27,2024-01-29,Delivered,0,91604.14,Immediate
3279,79,2,2024-04-01,2024-04-20,2024-04-21,Delivered,0,12547983.02,Net60
3280,42,2,2023-06-01,2023-08-19,2023-08-20,Delivered,0,827404.3,Immediate
3281,35,5,2023-12-21,2023-12-29,2023-12-29,Delivered,0,37735370.76,Net30
3282,17,9,2024-08-28,2024-09-13,2024-09-24,Delivered,1,1893292.26,Net90
3283,17,8,2024-12-19,2024-12-27,2024-12-28,Delivered,0,3266987.66,Net90
3284,63,7,2023-06-13,2023-06-20,2023-06-22,Delivered,0,66860.97,Net60
3285,8,1,2024-04-19,2024-05-03,2024-05-13,Delivered,1,3657718.92,Immediate
3286,28,2,2024-09-26,2024-10-09,2024-10-11,Delivered,0,30066746.29,Net30
3287,53,1,2023-12-10,2023-12-23,2023-12-22,Delivered,0,2282081.62,Immediate
3288,30,7,2022-09-24,2022-10-04,2022-10-03,Delivered,0,5514006.52,Net30
3289,18,1,2022-03-09,2022-03-22,2022-04-03,Delivered,1,763420.16,Net90
3290,8,5,2023-01-11,2023-02-04,2023-02-16,Delivered,1,15022.63,Net30
3291,33,3,2022-06-28,2022-07-05,2022-07-07,Delivered,0,4922408.14,Net90
3292,51,7,2024-07-31,2024-08-22,2024-09-04,Delivered,1,1639663.78,Net60
3293,63,4,2024-12-22,2025-01-02,,Pending,1,6215037.22,Immediate
3294,10,10,2023-01-07,2023-01-28,2023-01-30,Delivered,0,540895.57,Immediate
3295,45,7,2023-01-07,2023-01-23,2023-01-23,Delivered,0,656413.78,Net60
3296,15,6,2023-07-01,2023-07-21,2023-07-23,Delivered,0,8414804.08,Immediate
3297,7,5,2023-02-05,2023-02-19,2023-02-18,Delivered,0,7462494.64,Net30
3298,42,8,2024-08-13,2024-10-28,2024-10-30,Delivered,0,1423590.66,Immediate
3299,6,9,2022-05-09,2022-05-20,2022-05-21,Delivered,0,7946185.46,Immediate
3300,12,4,2023-08-24,2023-09-02,2023-09-02,Delivered,0,488528.5,Net30
3301,15,6,2022-12-11,2022-12-24,2022-12-26,Delivered,0,2391426.58,Net90
3302,64,8,2024-03-17,2024-04-19,2024-04-21,Delivered,0,1512872.13,Net90
3303,12,4,2024-06-25,2024-07-04,2024-07-04,Delivered,0,2158720.14,Net30
3304,25,10,2022-09-23,2022-10-08,2022-10-08,Delivered,0,22174778.32,Net30
3305,27,3,2023-07-13,2023-08-13,2023-08-14,Delivered,0,669472.01,Immediate
3306,15,4,2023-12-17,2023-12-29,2023-12-28,Delivered,0,1678814.73,Net60
3307,11,5,2023-02-11,2023-02-21,2023-02-23,Delivered,0,19260684.53,Net30
3308,65,3,2023-05-23,2023-06-05,2023-06-04,Delivered,0,6249598.56,Immediate
3309,6,8,2023-03-30,2023-04-18,2023-05-03,Delivered,1,119133.7,Net30
3310,18,9,2024-03-02,2024-03-17,2024-03-18,Delivered,0,354792.67,Net60
3311,8,10,2024-04-14,2024-05-18,2024-05-20,Delivered,0,2127647.9,Net90
3312,62,8,2024-05-24,2024-06-14,2024-06-16,Delivered,0,1116970.11,Net60
3313,73,2,2022-10-07,2022-10-23,2022-10-25,Delivered,0,14284836.73,Net30
3314,51,2,2023-08-04,2023-08-27,2023-08-31,Delivered,1,4493505.13,Net30
3315,68,3,2023-11-03,2023-11-08,2023-11-09,Delivered,0,17167586.59,Net60
3316,49,1,2024-11-27,2024-12-05,2024-12-04,Delivered,0,182247.54,Net90
3317,72,2,2024-07-04,2024-07-17,2024-07-19,Delivered,0,787616.22,Net30
3318,26,2,2023-12-06,2023-12-27,2023-12-27,Delivered,0,8588185.56,Net30
3319,47,1,2024-04-06,2024-05-13,2024-05-15,Delivered,0,398770.86,Net30
3320,16,10,2022-11-24,2022-12-10,2022-12-12,Delivered,0,377558.82,Net60
3321,71,8,2023-01-20,2023-01-26,2023-01-27,Delivered,0,78737.14,Net60
3322,32,4,2023-05-24,2023-06-21,2023-06-22,Delivered,0,48872035.41,Net30
3323,30,1,2024-04-08,2024-04-25,2024-04-24,Delivered,0,877451.18,Immediate
3324,10,2,2024-12-16,2024-12-27,2024-12-28,Delivered,0,2255902.16,Net30
3325,31,6,2023-04-12,2023-04-22,2023-04-23,Delivered,0,8751023.95,Net30
3326,33,1,2023-08-20,2023-09-07,2023-09-09,Delivered,0,88487.28,Net30
3327,14,9,2023-01-23,2023-02-06,2023-02-06,Delivered,0,3116883.35,Net30
3328,70,10,2024-05-26,2024-06-08,2024-06-09,Delivered,0,1292619.1,Net90
3329,74,4,2023-03-18,2023-03-26,2023-03-25,Delivered,0,31021863.06,Net90
3330,41,1,2022-11-13,2022-12-05,2022-12-19,Delivered,1,97705.79,Net30
3331,15,6,2022-09-24,2022-10-10,2022-10-12,Delivered,0,1837930.3,Net60
3332,72,4,2023-05-19,2023-05-27,2023-05-28,Delivered,0,20352.0,Net30
3333,1,2,2024-06-20,2024-07-11,2024-07-12,Delivered,0,103328.28,Net60
3334,79,7,2024-08-06,2024-08-19,2024-08-23,Delivered,1,1221932.69,Net90
3335,35,9,2022-01-09,2022-01-16,2022-01-20,Delivered,1,1405077.53,Immediate
3336,28,9,2024-11-25,2024-12-05,2024-12-06,Delivered,0,1904637.5,Net30
3337,50,10,2023-05-02,2023-05-30,2023-06-07,Delivered,1,2807332.07,Net90
3338,10,6,2024-06-27,2024-07-15,2024-07-17,Delivered,0,8225480.87,Net90
3339,57,3,2023-11-02,2023-11-10,2023-11-11,Delivered,0,4931816.18,Net60
3340,3,2,2024-11-21,2024-12-17,2024-12-18,Delivered,0,1220433.53,Net60
3341,80,3,2024-01-13,2024-01-26,2024-01-28,Delivered,0,10299209.71,Net90
3342,8,8,2022-03-26,2022-04-10,2022-04-19,Delivered,1,13290256.79,Immediate
3343,21,9,2024-03-04,2024-03-11,2024-03-10,Delivered,0,1950820.49,Net30
3344,68,4,2023-10-29,2023-11-08,2023-11-08,Delivered,0,100604.07,Net30
3345,12,5,2023-05-02,2023-05-12,2023-05-21,Delivered,1,12281910.96,Net60
3346,4,9,2024-01-25,2024-02-13,2024-02-12,Delivered,0,231923.58,Immediate
3347,77,7,2024-06-17,2024-07-07,2024-07-09,Delivered,0,1847007.6,Net60
3348,6,3,2024-01-28,2024-02-13,2024-02-13,Delivered,0,9211949.97,Net60
3349,64,5,2024-09-15,2024-10-13,2024-10-16,Delivered,1,24158452.52,Net90
3350,31,1,2023-09-28,2023-10-12,2023-10-14,Delivered,0,158997.76,Immediate
3351,68,7,2022-09-29,2022-10-05,2022-10-07,Delivered,0,486246.13,Net60
3352,56,8,2023-12-05,2023-12-20,2023-12-22,Delivered,0,862856.44,Net30
3353,21,5,2024-02-09,2024-02-18,2024-02-18,Delivered,0,241227.91,Net30
3354,71,10,2023-08-03,2023-08-10,2023-08-10,Delivered,0,2910052.86,Net30
3355,65,5,2023-11-26,2023-12-08,2023-12-08,Delivered,0,2234342.95,Net90
3356,39,4,2024-06-10,2024-07-03,2024-07-05,Delivered,0,1864074.3,Immediate
3357,54,3,2024-04-29,2024-06-14,2024-06-13,Delivered,0,2722214.18,Net30
3358,70,5,2023-08-25,2023-09-04,2023-09-05,Delivered,0,1239197.14,Net30
3359,19,6,2024-07-24,2024-08-02,2024-08-04,Delivered,0,46905310.32,Immediate
3360,1,7,2022-03-15,2022-04-04,2022-04-05,Delivered,0,524281.8,Net30
3361,43,4,2024-01-25,2024-02-12,2024-02-12,Delivered,0,8099.2,Net90
3362,45,2,2023-02-24,2023-03-08,2023-03-15,Delivered,1,1238588.96,Net60
3363,66,1,2023-03-21,2023-03-31,2023-04-02,Delivered,0,3531609.19,Net60
3364,29,1,2024-07-05,2024-07-17,2024-07-16,Delivered,0,6401897.34,Net30
3365,63,10,2024-04-24,2024-05-06,2024-05-06,Delivered,0,31557498.45,Net60
3366,67,6,2022-01-17,2022-02-08,2022-02-07,Delivered,0,1219241.4,Immediate
3367,42,6,2024-06-09,2024-07-30,2024-08-06,Delivered,1,1271623.58,Net60
3368,77,3,2022-12-07,2022-12-26,2022-12-28,Delivered,0,4698373.82,Net30
3369,75,1,2024-08-29,2024-09-17,2024-09-29,Delivered,1,3500326.22,Net90
3370,59,8,2023-06-11,2023-07-05,2023-07-06,Delivered,0,9440046.19,Immediate
3371,31,7,2023-09-29,2023-10-14,2023-10-15,Delivered,0,357257.04,Net30
3372,76,8,2024-02-08,2024-02-20,2024-02-22,Delivered,0,1485639.66,Net60
3373,37,6,2022-10-12,2022-11-03,2022-11-18,Delivered,1,744188.24,Immediate
3374,69,2,2022-10-09,2022-10-18,2022-10-28,Delivered,1,1485510.03,Net30
3375,67,10,2024-03-03,2024-03-27,2024-04-07,Delivered,1,473930.08,Net90
3376,25,4,2024-10-12,2024-11-01,2024-11-08,Delivered,1,2954255.0,Net90
3377,66,4,2024-07-09,2024-07-17,2024-07-18,Delivered,0,1063064.32,Net30
3378,69,9,2022-04-21,2022-05-09,2022-05-09,Delivered,0,8169735.16,Net90
3379,40,8,2023-06-25,2023-07-11,2023-07-21,Delivered,1,1396907.07,Net60
3380,22,8,2023-05-30,2023-06-25,2023-06-28,Delivered,1,1899361.61,Immediate
3381,41,7,2024-06-26,2024-07-14,2024-07-14,Delivered,0,268198.1,Net30
3382,76,1,2024-12-16,2024-12-30,2024-12-29,Delivered,0,3126746.8,Net60
3383,51,3,2023-10-11,2023-11-05,2023-11-04,Delivered,0,5314203.32,Net60
3384,60,8,2024-10-22,2024-11-09,2024-11-11,Delivered,0,140591.04,Immediate
3385,19,2,2022-04-08,2022-04-18,2022-04-18,Delivered,0,85713.73,Net30
3386,62,1,2024-11-01,2025-01-09,,Pending,1,3555800.56,Net90
3387,28,7,2024-04-12,2024-04-25,2024-04-26,Delivered,0,999056.16,Immediate
3388,77,8,2022-07-15,2022-08-06,2022-08-06,Delivered,0,248673.35,Net30
3389,20,4,2024-09-18,2024-10-06,2024-10-07,Delivered,0,403166.08,Net30
3390,35,4,2022-01-23,2022-02-05,2022-02-10,Delivered,1,1815619.98,Net60
3391,49,6,2024-07-30,2024-08-06,2024-08-06,Delivered,0,29258.26,Net60
3392,40,9,2022-06-19,2022-07-13,2022-07-17,Delivered,1,855179.98,Net30
3393,42,7,2022-12-26,2023-01-16,2023-01-17,Delivered,0,140350.36,Net60
3394,51,7,2023-05-29,2023-06-15,2023-06-15,Delivered,0,643243.35,Net60
3395,42,7,2024-04-09,2024-05-11,2024-05-21,Delivered,1,23910.93,Net30
3396,74,7,2023-12-31,2024-01-20,2024-01-22,Delivered,0,4158726.3,Net30
3397,51,8,2023-10-16,2023-11-03,2023-11-07,Delivered,1,103697.72,Net30
3398,70,8,2024-02-24,2024-03-08,2024-03-08,Delivered,0,99752.81,Net60
3399,72,6,2023-04-16,2023-04-28,2023-04-27,Delivered,0,1412864.55,Net90
3400,27,7,2022-06-17,2022-07-23,2022-07-22,Delivered,0,3108696.72,Net60
3401,74,3,2022-03-07,2022-03-17,2022-03-18,Delivered,0,12507034.82,Net30
