shipment_id,order_id,warehouse_id,shipment_partner,ship_date,expected_delivery_date,actual_delivery_date,is_delayed,transit_days,destination_region,shipment_status,vehicle_type
3880,4881,2,BlueDart,2023-09-17,2023-09-23,2023-09-23,0,6,North,Delivered,Van
3881,4883,6,FedEx,2023-03-13,2023-03-17,2023-03-26,1,13,East,Delivered,Rail
3882,4884,5,DTDC,2022-08-01,2022-08-09,2022-08-06,0,5,Central,Delivered,Truck
3883,4886,4,DHL,2023-12-20,2023-12-27,2023-12-31,0,11,Central,Delivered,Van
3884,4888,6,Delhivery,2024-05-20,2024-05-27,2024-05-26,0,6,Central,Delivered,Truck
3885,4889,8,BlueDart,2022-10-06,2022-10-13,2022-10-21,1,15,East,Delivered,Air
3886,4892,9,DTDC,2022-12-07,2022-12-13,2022-12-13,0,6,North,Delivered,Air
3887,4893,5,Delhivery,2024-12-07,2024-12-15,2024-12-10,0,3,Central,Delivered,Rail
3888,4894,9,DHL,2022-09-26,2022-10-01,2022-10-17,1,21,North,Delivered,Rail
3889,4895,3,DHL,2023-04-09,2023-04-18,2023-04-24,1,15,East,Delivered,Air
3890,4896,9,FedEx,2022-06-22,2022-06-28,2022-06-28,0,6,South,Delivered,Truck
3891,4898,3,BlueDart,2022-04-09,2022-04-17,2022-04-20,0,11,Central,Delivered,Air
3892,4899,1,DHL,2023-11-22,2023-11-25,2023-11-30,0,8,South,Delivered,Truck
3893,4900,5,Delhivery,2023-07-04,2023-07-12,2023-07-16,0,12,North,Delivered,Truck
3894,4901,10,BlueDart,2023-05-22,2023-05-30,2023-06-02,0,11,North,Delivered,Air
3895,4902,2,BlueDart,2024-11-22,2024-11-28,2024-12-01,0,9,North,Delivered,Rail
3896,4903,3,Ekart,2022-06-12,2022-06-15,2022-06-17,0,5,South,Delivered,Van
3897,4904,6,DTDC,2022-01-21,2022-01-27,2022-01-30,0,9,Central,Delivered,Air
3898,4905,4,Ekart,2024-01-14,2024-01-18,2024-01-20,0,6,North,Delivered,Rail
3899,4906,8,Delhivery,2023-08-17,2023-08-21,2023-08-21,0,4,Central,Delivered,Van
3900,4907,1,Delhivery,2022-07-08,2022-07-13,2022-07-19,0,11,East,Delivered,Van
3901,4908,8,FedEx,2022-05-21,2022-05-29,2022-05-28,0,7,South,Delivered,Air
3902,4909,4,DTDC,2023-05-05,2023-05-10,2023-05-08,0,3,North,Delivered,Rail
3903,4911,6,DTDC,2022-08-08,2022-08-13,2022-08-18,0,10,East,Delivered,Air
3904,4912,1,FedEx,2024-06-10,2024-06-19,2024-06-21,0,11,West,Delivered,Van
3905,4915,1,Delhivery,2023-04-10,2023-04-13,2023-04-17,0,7,North,Delivered,Van
3906,4916,10,Delhivery,2022-03-03,2022-03-07,2022-03-16,1,13,North,Delivered,Air
3907,4918,9,DHL,2024-12-05,2024-12-11,2024-12-10,0,5,Central,Delivered,Van
3908,4919,8,DHL,2024-02-12,2024-02-22,2024-02-24,0,12,North,Delivered,Truck
3909,4920,4,DHL,2024-05-14,2024-05-22,2024-05-18,0,4,South,Delivered,Air
3910,4921,5,Delhivery,2023-03-30,2023-04-07,2023-04-03,0,4,South,Delivered,Rail
3911,4922,7,BlueDart,2022-05-12,2022-05-15,2022-05-21,0,9,South,Delivered,Truck
3912,4924,9,Ekart,2023-03-09,2023-03-12,2023-03-12,0,3,North,Delivered,Rail
3913,4925,9,DHL,2023-12-07,2023-12-10,2023-12-16,1,9,Central,Delivered,Van
3914,4926,5,DTDC,2024-10-19,2024-10-22,2024-10-23,0,4,West,Delivered,Truck
3915,4927,3,Ekart,2024-02-16,2024-02-26,2024-02-21,0,5,South,Delivered,Air
3916,4928,7,Delhivery,2023-12-29,2024-01-06,2024-01-18,1,20,Central,Delivered,Van
3917,4929,8,Ekart,2024-05-10,2024-05-13,2024-05-19,0,9,North,Delivered,Air
3918,4931,1,FedEx,2022-05-29,2022-06-02,2022-06-09,0,11,Central,Delivered,Truck
3919,4933,10,Delhivery,2024-05-03,2024-05-11,2024-05-13,0,10,East,Delivered,Rail
3920,4934,8,Ekart,2023-01-07,2023-01-15,2023-01-11,0,4,Central,Delivered,Rail
3921,4935,7,Ekart,2023-10-27,2023-10-31,2023-11-16,1,20,South,Delivered,Van
3922,4936,10,Ekart,2024-04-08,2024-04-18,2024-04-20,0,12,Central,Delivered,Rail
3923,4939,10,BlueDart,2022-08-11,2022-08-20,2022-08-18,1,7,South,Delivered,Van
3924,4941,3,DHL,2023-09-18,2023-09-26,2023-09-21,0,3,Central,Delivered,Rail
3925,4942,9,Ekart,2024-10-20,2024-10-27,2024-10-25,0,5,South,Delivered,Air
3926,4943,4,DTDC,2024-01-06,2024-01-09,2024-01-11,0,5,Central,Delivered,Truck
3927,4944,7,BlueDart,2023-06-30,2023-07-07,2023-07-11,0,11,North,Delivered,Air
3928,4945,1,Ekart,2022-08-20,2022-08-25,2022-08-30,0,10,Central,Delivered,Air
3929,4946,5,FedEx,2022-09-09,2022-09-19,2022-09-19,0,10,West,Delivered,Van
3930,4947,7,FedEx,2024-06-18,2024-06-24,2024-06-22,0,4,West,Delivered,Air
3931,4949,1,FedEx,2024-12-14,2024-12-19,2024-12-24,0,10,West,Delivered,Truck
3932,4950,2,BlueDart,2022-10-01,2022-10-04,2022-10-06,0,5,South,Delivered,Van
3933,4951,8,DHL,2023-02-26,2023-03-06,2023-03-15,1,17,East,Delivered,Truck
3934,4952,7,BlueDart,2022-06-21,2022-06-27,2022-06-27,0,6,North,Delivered,Rail
3935,4953,7,Ekart,2023-02-19,2023-02-26,2023-02-25,0,6,South,Delivered,Rail
3936,4954,5,Ekart,2022-05-10,2022-05-16,2022-05-25,1,15,East,Delivered,Rail
3937,4955,4,DHL,2023-04-07,2023-04-13,2023-04-19,0,12,West,Delivered,Air
3938,4957,2,Ekart,2024-08-12,2024-08-20,2024-08-23,0,11,South,Delivered,Truck
3939,4958,4,Ekart,2024-02-23,2024-03-01,2024-03-05,1,11,South,Delivered,Van
3940,4960,5,Ekart,2023-02-17,2023-02-21,2023-03-03,1,14,West,Delivered,Van
3941,4961,10,Ekart,2024-06-20,2024-06-23,2024-06-25,0,5,North,Delivered,Truck
3942,4962,9,BlueDart,2024-01-04,2024-01-07,2024-01-14,0,10,West,Delivered,Air
3943,4963,4,DTDC,2023-11-17,2023-11-25,2023-12-05,1,18,Central,Delivered,Rail
3944,4965,1,Delhivery,2022-01-28,2022-02-01,2022-02-06,0,9,North,Delivered,Air
3945,4966,3,BlueDart,2023-12-11,2023-12-19,2023-12-20,0,9,South,Delivered,Air
3946,4967,2,Delhivery,2022-10-26,2022-10-29,2022-11-01,0,6,West,Delivered,Truck
3947,4968,4,FedEx,2022-10-14,2022-10-19,2022-10-25,0,11,North,Delivered,Truck
3948,4969,3,DHL,2023-11-29,2023-12-02,2023-12-02,0,3,East,Delivered,Rail
3949,4970,5,DHL,2024-06-03,2024-06-10,2024-06-11,0,8,East,Delivered,Air
3950,4971,6,DTDC,2023-06-08,2023-06-16,2023-06-18,0,10,North,Delivered,Rail
3951,4972,1,DHL,2023-03-21,2023-03-25,2023-03-29,0,8,South,Delivered,Air
3952,4973,9,DHL,2024-04-25,2024-04-28,2024-05-11,1,16,West,Delivered,Air
3953,4974,1,BlueDart,2024-01-14,2024-01-17,2024-01-23,0,9,East,Delivered,Air
3954,4975,2,DTDC,2023-08-09,2023-08-18,2023-08-14,0,5,North,Delivered,Air
3955,4976,6,DHL,2022-11-15,2022-11-25,2022-11-21,0,6,South,Delivered,Van
3956,4977,1,Delhivery,2023-02-11,2023-02-14,2023-02-14,0,3,East,Delivered,Rail
3957,4979,10,DHL,2023-07-29,2023-08-02,2023-08-08,0,10,West,Delivered,Air
3958,4981,3,BlueDart,2024-11-06,2024-11-12,2024-11-09,0,3,North,Delivered,Rail
3959,4982,2,DTDC,2023-07-21,2023-07-25,2023-07-27,0,6,West,Delivered,Van
3960,4983,3,DTDC,2023-04-10,2023-04-16,2023-04-13,0,3,South,Delivered,Truck
3961,4984,1,DTDC,2023-01-29,2023-02-08,2023-02-10,0,12,West,Delivered,Rail
3962,4985,9,Ekart,2024-04-17,2024-04-22,2024-04-27,0,10,North,Delivered,Rail
3963,4986,5,DTDC,2024-10-10,2024-10-16,2024-10-24,1,14,North,Delivered,Air
3964,4989,6,Ekart,2022-11-13,2022-11-23,2022-11-22,1,9,East,Delivered,Van
3965,4991,4,DTDC,2023-10-24,2023-10-28,2023-11-04,0,11,Central,Delivered,Rail
3966,4992,4,BlueDart,2023-01-31,2023-02-06,2023-02-09,0,9,East,Delivered,Truck
3967,4993,1,Delhivery,2023-09-28,2023-10-03,2023-10-05,0,7,South,Delivered,Truck
3968,4994,2,Delhivery,2024-10-31,2024-11-03,2024-11-06,0,6,Central,Delivered,Air
3969,4996,6,DHL,2024-09-18,2024-09-23,2024-09-28,0,10,South,Delivered,Rail
3970,4997,5,Delhivery,2022-10-17,2022-10-25,2022-10-27,0,10,Central,Delivered,Air
3971,4998,6,BlueDart,2022-03-06,2022-03-16,2022-03-10,0,4,East,Delivered,Van
3972,4999,4,DHL,2022-08-16,2022-08-26,2022-08-19,0,3,West,Delivered,Truck
3973,5000,1,DTDC,2022-02-02,2022-02-12,2022-02-08,0,6,South,Delivered,Air
3974,5003,9,BlueDart,2022-09-17,2022-09-26,2022-09-26,0,9,East,Delivered,Truck
3975,5004,8,Ekart,2024-10-11,2024-10-17,2024-10-18,0,7,East,Delivered,Air
3976,5005,1,Delhivery,2023-09-22,2023-09-27,2023-10-04,0,12,Central,Delivered,Truck
3977,5006,8,BlueDart,2023-09-24,2023-09-29,2023-10-06,0,12,East,Delivered,Air
3978,5007,7,DTDC,2024-08-06,2024-08-13,2024-08-18,0,12,West,Delivered,Air
3979,5008,7,DTDC,2022-06-18,2022-06-25,2022-06-24,0,6,East,Delivered,Air
3980,5010,5,DTDC,2023-01-29,2023-02-08,2023-02-07,0,9,West,Delivered,Air
3981,5011,3,DHL,2024-09-12,2024-09-15,2024-09-19,0,7,Central,Delivered,Rail
3982,5012,9,Delhivery,2024-01-05,2024-01-09,2024-01-16,0,11,South,Delivered,Rail
3983,5013,4,BlueDart,2022-10-10,2022-10-14,2022-10-14,0,4,Central,Delivered,Air
3984,5015,1,FedEx,2022-01-31,2022-02-10,2022-02-12,0,12,South,Delivered,Truck
3985,5016,8,FedEx,2023-10-15,2023-10-23,2023-10-19,0,4,North,Delivered,Van
3986,5017,4,Delhivery,2022-04-27,2022-05-04,2022-05-06,0,9,South,Delivered,Air
3987,5018,10,Delhivery,2023-12-13,2023-12-16,2023-12-18,0,5,North,Delivered,Truck
3988,5020,6,FedEx,2022-11-18,2022-11-24,2022-11-25,0,7,Central,Delivered,Truck
3989,5021,4,FedEx,2022-04-16,2022-04-25,2022-04-22,0,6,North,Delivered,Rail
3990,5022,10,Ekart,2024-02-02,2024-02-05,2024-02-13,0,11,West,Delivered,Rail
3991,5023,10,Delhivery,2023-01-13,2023-01-23,2023-01-28,1,15,Central,Delivered,Van
3992,5024,4,DHL,2024-07-24,2024-07-30,2024-08-04,0,11,South,Delivered,Truck
3993,5025,10,Delhivery,2023-01-20,2023-01-27,2023-01-27,0,7,West,Delivered,Air
3994,5026,7,BlueDart,2022-07-25,2022-08-01,2022-08-03,1,9,West,Delivered,Van
3995,5027,3,BlueDart,2024-11-16,2024-11-19,2024-11-23,0,7,South,Delivered,Truck
3996,5028,3,DTDC,2023-01-01,2023-01-05,2023-01-08,0,7,West,Delivered,Van
3997,5029,1,DTDC,2024-07-09,2024-07-13,2024-07-13,0,4,West,Delivered,Rail
3998,5030,5,Ekart,2023-10-19,2023-10-23,2023-10-24,0,5,East,Delivered,Rail
3999,5031,9,DHL,2022-09-02,2022-09-08,2022-09-07,0,5,West,Delivered,Rail
4000,5033,10,BlueDart,2022-02-21,2022-02-24,2022-03-04,0,11,North,Delivered,Truck
4001,5035,1,DTDC,2024-01-18,2024-01-22,2024-01-28,0,10,South,Delivered,Air
4002,5036,5,BlueDart,2023-01-06,2023-01-16,2023-01-13,0,7,West,Delivered,Van
4003,5037,6,FedEx,2022-06-03,2022-06-10,2022-06-11,0,8,Central,Delivered,Van
4004,5038,6,DTDC,2022-02-17,2022-02-21,2022-02-25,0,8,Central,Delivered,Truck
4005,5039,4,Ekart,2023-02-07,2023-02-16,2023-02-24,1,17,North,Delivered,Van
4006,5040,10,BlueDart,2022-03-17,2022-03-24,2022-03-20,0,3,North,Delivered,Van
4007,5042,8,Delhivery,2022-09-30,2022-10-04,2022-10-05,0,5,South,Delivered,Rail
4008,5043,9,DHL,2022-02-19,2022-02-26,2022-02-24,0,5,South,Delivered,Truck
4009,5044,6,Delhivery,2022-10-11,2022-10-21,2022-10-21,1,10,South,Delivered,Air
4010,5045,4,Delhivery,2022-09-24,2022-09-28,2022-10-04,0,10,West,Delivered,Rail
4011,5047,8,DTDC,2023-12-28,2024-01-04,2024-01-06,0,9,East,Delivered,Rail
4012,5048,6,Ekart,2024-03-08,2024-03-12,2024-03-18,0,10,North,Delivered,Air
4013,5049,3,DHL,2022-01-27,2022-02-01,2022-01-30,0,3,East,Delivered,Rail
4014,5050,7,Delhivery,2022-12-13,2022-12-22,2022-12-20,0,7,West,Delivered,Truck
4015,5051,3,Delhivery,2022-09-04,2022-09-12,2022-09-16,0,12,East,Delivered,Rail
4016,5052,9,DHL,2024-09-22,2024-10-02,2024-09-25,0,3,Central,Delivered,Truck
4017,5053,6,DHL,2022-12-09,2022-12-13,2022-12-14,0,5,West,Delivered,Truck
4018,5054,10,Delhivery,2023-01-10,2023-01-17,2023-01-18,0,8,Central,Delivered,Van
4019,5055,1,BlueDart,2022-09-08,2022-09-16,2022-09-19,0,11,North,Delivered,Truck
4020,5056,1,DHL,2023-10-24,2023-11-02,2023-10-29,0,5,South,Delivered,Rail
4021,5058,1,BlueDart,2023-10-13,2023-10-17,2023-10-17,0,4,North,Delivered,Van
4022,5059,10,BlueDart,2024-08-05,2024-08-08,2024-08-25,1,20,South,Delivered,Truck
4023,5062,8,FedEx,2022-12-05,2022-12-08,2022-12-10,0,5,Central,Delivered,Air
4024,5063,1,FedEx,2022-05-22,2022-05-31,2022-05-27,0,5,North,Delivered,Rail
4025,5064,3,Delhivery,2023-12-18,2023-12-21,2023-12-21,0,3,East,Delivered,Rail
4026,5065,1,DHL,2022-07-22,2022-07-31,2022-07-31,0,9,North,Delivered,Van
4027,5067,10,Delhivery,2023-07-29,2023-08-03,2023-08-04,0,6,West,Delivered,Air
4028,5068,2,DTDC,2024-09-13,2024-09-23,2024-09-19,0,6,West,Delivered,Rail
4029,5069,7,BlueDart,2022-07-01,2022-07-04,2022-07-07,0,6,South,Delivered,Rail
4030,5070,6,Delhivery,2024-12-19,2024-12-28,2025-01-07,1,19,East,Delivered,Truck
4031,5071,3,DHL,2022-08-20,2022-08-29,2022-08-29,0,9,South,Delivered,Air
4032,5072,2,BlueDart,2024-03-13,2024-03-18,2024-03-16,0,3,Central,Delivered,Van
4033,5074,1,Delhivery,2024-10-02,2024-10-07,2024-10-05,0,3,Central,Delivered,Truck
4034,5075,1,DTDC,2022-12-04,2022-12-10,2022-12-14,0,10,East,Delivered,Van
4035,5076,3,Ekart,2023-08-17,2023-08-26,2023-08-21,0,4,South,Delivered,Rail
4036,5077,9,BlueDart,2022-07-05,2022-07-13,2022-07-12,0,7,South,Delivered,Rail
4037,5078,5,DTDC,2024-02-14,2024-02-20,2024-02-19,0,5,West,Delivered,Air
4038,5080,10,DHL,2024-07-03,2024-07-10,2024-07-09,0,6,South,Delivered,Van
4039,5082,3,BlueDart,2023-12-14,2023-12-17,2023-12-17,0,3,Central,Delivered,Air
4040,5083,2,Delhivery,2022-10-01,2022-10-05,2022-10-12,0,11,West,Delivered,Van
4041,5085,8,Delhivery,2022-01-25,2022-01-28,2022-01-28,0,3,Central,Delivered,Rail
4042,5086,6,DHL,2023-09-22,2023-09-30,2023-10-04,0,12,South,Delivered,Rail
4043,5087,7,BlueDart,2023-09-13,2023-09-19,2023-09-18,0,5,North,Delivered,Rail
4044,5088,7,Ekart,2025-01-03,2025-01-13,2025-01-14,0,11,Central,Delivered,Truck
4045,5090,2,BlueDart,2023-02-06,2023-02-16,2023-02-22,1,16,North,Delivered,Van
4046,5092,5,Ekart,2022-09-08,2022-09-15,2022-09-11,0,3,East,Delivered,Air
4047,5094,3,Ekart,2024-12-24,2024-12-30,2025-01-02,0,9,South,Delivered,Van
4048,5095,9,Ekart,2024-08-03,2024-08-07,2024-08-14,0,11,North,Delivered,Truck
4049,5097,2,FedEx,2022-08-21,2022-08-28,2022-08-26,0,5,North,Delivered,Air
4050,5098,9,DTDC,2022-04-01,2022-04-10,2022-04-12,0,11,West,Delivered,Van
4051,5099,2,FedEx,2025-01-03,2025-01-12,2025-01-11,0,8,West,Delivered,Air
4052,5100,8,Delhivery,2023-04-24,2023-05-01,2023-05-03,0,9,West,Delivered,Van
4053,5101,10,BlueDart,2024-03-01,2024-03-10,2024-03-07,0,6,West,Delivered,Truck
4054,5102,10,FedEx,2023-12-05,2023-12-13,2023-12-11,0,6,Central,Delivered,Van
4055,5103,6,BlueDart,2023-10-06,2023-10-16,2023-10-18,0,12,North,Delivered,Air
4056,5104,9,DHL,2024-05-21,2024-05-28,2024-05-26,0,5,Central,Delivered,Rail
4057,5105,1,DTDC,2023-10-08,2023-10-12,2023-10-18,0,10,West,Delivered,Rail
4058,5106,3,Ekart,2023-06-09,2023-06-19,2023-06-18,0,9,West,Delivered,Van
4059,5107,8,DHL,2024-11-17,2024-11-23,2024-12-04,1,17,Central,Delivered,Rail
4060,5108,3,Ekart,2022-03-20,2022-03-30,2022-03-26,0,6,Central,Delivered,Air
4061,5109,7,BlueDart,2024-01-19,2024-01-22,2024-01-25,0,6,South,Delivered,Air
4062,5111,7,Delhivery,2022-04-28,2022-05-04,2022-05-07,0,9,West,Delivered,Rail
4063,5113,3,DHL,2023-01-20,2023-01-25,2023-01-28,0,8,West,Delivered,Van
4064,5114,6,Ekart,2024-02-25,2024-03-03,2024-02-29,0,4,East,Delivered,Air
4065,5115,2,BlueDart,2022-09-26,2022-10-05,2022-10-01,0,5,Central,Delivered,Air
4066,5116,1,Ekart,2024-09-16,2024-09-19,2024-09-23,0,7,West,Delivered,Rail
4067,5117,10,DHL,2023-10-15,2023-10-21,2023-10-31,1,16,West,Delivered,Truck
4068,5118,3,Ekart,2023-04-17,2023-04-24,2023-04-24,0,7,South,Delivered,Van
4069,5119,8,DTDC,2022-03-11,2022-03-18,2022-03-18,0,7,South,Delivered,Van
4070,5120,1,FedEx,2023-10-26,2023-11-02,2023-11-04,0,9,West,Delivered,Air
4071,5122,2,Ekart,2023-09-25,2023-09-29,2023-10-05,0,10,South,Delivered,Van
4072,5123,9,DHL,2023-01-05,2023-01-11,2023-01-09,0,4,West,Delivered,Truck
4073,5125,8,FedEx,2022-09-14,2022-09-24,2022-09-21,0,7,North,Delivered,Truck
4074,5126,5,Ekart,2022-09-17,2022-09-21,2022-09-28,1,11,South,Delivered,Truck
4075,5128,8,Ekart,2024-10-13,2024-10-20,2024-10-20,0,7,East,Delivered,Van
4076,5129,7,DHL,2023-10-10,2023-10-20,2023-10-20,0,10,Central,Delivered,Van
4077,5130,7,Delhivery,2023-04-13,2023-04-17,2023-04-27,1,14,North,Delivered,Truck
4078,5131,8,Ekart,2022-07-21,2022-07-29,2022-07-26,0,5,Central,Delivered,Van
4079,5132,9,FedEx,2023-05-25,2023-05-29,2023-06-03,0,9,North,Delivered,Van
4080,5133,6,DTDC,2024-07-12,2024-07-15,2024-07-23,0,11,South,Delivered,Truck
4081,5135,9,Delhivery,2022-09-12,2022-09-22,2022-09-16,0,4,West,Delivered,Van
4082,5136,2,DHL,2024-10-03,2024-10-10,2024-10-11,0,8,East,Delivered,Van
4083,5137,5,Ekart,2023-04-03,2023-04-13,2023-04-06,0,3,East,Delivered,Air
4084,5138,1,DHL,2024-06-24,2024-07-02,2024-06-28,0,4,South,Delivered,Air
4085,5139,3,Delhivery,2024-07-26,2024-07-29,2024-07-31,0,5,Central,Delivered,Air
4086,5141,5,BlueDart,2022-01-02,2022-01-11,2022-01-12,0,10,North,Delivered,Air
4087,5142,4,FedEx,2023-07-05,2023-07-11,2023-07-17,0,12,East,Delivered,Truck
4088,5144,10,BlueDart,2022-11-23,2022-11-29,2022-12-14,1,21,East,Delivered,Truck
4089,5145,7,Ekart,2023-01-12,2023-01-17,2023-01-22,0,10,West,Delivered,Truck
4090,5146,3,FedEx,2022-01-20,2022-01-23,2022-01-24,0,4,West,Delivered,Rail
4091,5147,5,DTDC,2023-12-29,2024-01-08,2024-01-02,0,4,Central,Delivered,Air
4092,5150,7,DHL,2022-01-21,2022-01-31,2022-01-27,0,6,West,Delivered,Van
4093,5151,5,Delhivery,2023-06-29,2023-07-08,2023-07-18,1,19,East,Delivered,Van
4094,5155,10,Delhivery,2023-10-31,2023-11-06,2023-11-09,0,9,West,Delivered,Air
4095,5156,8,FedEx,2022-01-21,2022-01-28,2022-02-01,1,11,Central,Delivered,Truck
4096,5157,1,FedEx,2023-07-17,2023-07-22,2023-07-25,0,8,Central,Delivered,Air
4097,5158,4,FedEx,2023-07-06,2023-07-10,2023-07-16,0,10,Central,Delivered,Truck
4098,5159,1,BlueDart,2024-11-17,2024-11-26,2024-11-21,0,4,North,Delivered,Truck
4099,5160,6,BlueDart,2024-03-25,2024-03-28,2024-04-03,0,9,South,Delivered,Van
4100,5161,10,Ekart,2022-12-16,2022-12-24,2022-12-22,0,6,Central,Delivered,Van
4101,5162,9,FedEx,2023-04-04,2023-04-11,2023-04-09,0,5,South,Delivered,Van
4102,5163,3,DTDC,2024-07-11,2024-07-18,2024-07-19,0,8,West,Delivered,Rail
4103,5164,5,FedEx,2024-01-17,2024-01-27,2024-01-21,0,4,Central,Delivered,Van
4104,5165,7,DTDC,2022-03-28,2022-04-07,2022-04-07,0,10,South,Delivered,Rail
4105,5166,3,DTDC,2023-12-05,2023-12-10,2023-12-11,0,6,East,Delivered,Van
4106,5167,7,Delhivery,2023-01-05,2023-01-15,2023-01-10,0,5,South,Delivered,Rail
4107,5170,5,FedEx,2023-04-14,2023-04-24,2023-04-25,0,11,East,Delivered,Air
4108,5171,1,DTDC,2022-03-22,2022-04-01,2022-04-02,0,11,North,Delivered,Truck
4109,5172,5,BlueDart,2024-04-27,2024-05-01,2024-05-07,0,10,West,Delivered,Truck
4110,5173,2,FedEx,2022-01-15,2022-01-23,2022-02-04,1,20,South,Delivered,Van
4111,5174,10,DHL,2024-07-28,2024-08-06,2024-08-01,0,4,East,Delivered,Van
4112,5175,9,BlueDart,2022-12-05,2022-12-14,2022-12-16,0,11,North,Delivered,Van
4113,5176,10,Delhivery,2024-03-27,2024-04-06,2024-04-02,0,6,South,Delivered,Truck
4114,5177,2,DTDC,2023-11-11,2023-11-16,2023-11-16,0,5,West,Delivered,Rail
4115,5178,3,Ekart,2024-04-14,2024-04-21,2024-04-19,0,5,North,Delivered,Rail
4116,5179,6,BlueDart,2023-04-17,2023-04-27,2023-04-23,0,6,South,Delivered,Van
4117,5180,5,FedEx,2022-07-09,2022-07-17,2022-07-12,0,3,West,Delivered,Rail
4118,5181,5,FedEx,2022-02-12,2022-02-19,2022-02-18,0,6,Central,Delivered,Truck
4119,5182,1,Delhivery,2024-11-17,2024-11-20,2024-11-27,0,10,North,Delivered,Van
4120,5184,9,BlueDart,2023-05-24,2023-06-02,2023-06-01,0,8,East,Delivered,Air
4121,5185,4,BlueDart,2022-03-06,2022-03-16,2022-03-10,0,4,East,Delivered,Truck
4122,5186,7,Delhivery,2022-12-28,2023-01-03,2022-12-31,0,3,West,Delivered,Air
4123,5187,1,BlueDart,2022-10-15,2022-10-22,2022-10-20,0,5,West,Delivered,Truck
4124,5188,3,FedEx,2022-08-19,2022-08-29,2022-08-28,0,9,Central,Delivered,Rail
4125,5189,8,DTDC,2024-07-04,2024-07-07,2024-07-10,0,6,West,Delivered,Van
4126,5190,5,DTDC,2022-10-05,2022-10-12,2022-10-14,0,9,East,Delivered,Rail
4127,5191,4,Delhivery,2024-07-13,2024-07-21,2024-07-25,0,12,East,Delivered,Air
4128,5192,9,DTDC,2023-02-15,2023-02-19,2023-02-27,1,12,North,Delivered,Air
4129,5194,10,DHL,2022-06-03,2022-06-13,2022-06-11,1,8,North,Delivered,Air
4130,5195,2,DHL,2023-12-08,2023-12-11,2023-12-20,0,12,East,Delivered,Air
4131,5196,7,Ekart,2024-10-19,2024-10-28,2024-10-26,0,7,South,Delivered,Truck
4132,5197,1,Delhivery,2023-06-03,2023-06-11,2023-06-24,1,21,Central,Delivered,Van
4133,5198,10,FedEx,2022-08-31,2022-09-06,2022-09-11,0,11,East,Delivered,Air
4134,5199,10,Delhivery,2024-06-18,2024-06-28,2024-06-21,0,3,West,Delivered,Van
4135,5200,9,BlueDart,2022-04-16,2022-04-22,2022-05-02,1,16,Central,Delivered,Air
4136,5201,9,DTDC,2022-01-24,2022-01-31,2022-01-27,0,3,West,Delivered,Air
4137,5202,4,DHL,2022-07-25,2022-08-02,2022-08-08,1,14,West,Delivered,Van
4138,5203,9,BlueDart,2024-09-21,2024-09-28,2024-09-30,0,9,North,Delivered,Air
4139,5204,4,BlueDart,2023-09-09,2023-09-17,2023-09-25,1,16,West,Delivered,Rail
4140,5205,1,Delhivery,2023-08-10,2023-08-15,2023-08-19,0,9,North,Delivered,Air
4141,5206,6,Ekart,2022-08-24,2022-08-29,2022-09-04,0,11,West,Delivered,Truck
4142,5207,1,DTDC,2022-12-01,2022-12-09,2022-12-06,0,5,North,Delivered,Truck
4143,5208,10,DHL,2022-03-19,2022-03-28,2022-03-27,0,8,West,Delivered,Van
4144,5209,1,DHL,2023-09-22,2023-09-26,2023-10-08,1,16,Central,Delivered,Rail
4145,5210,3,Ekart,2023-02-14,2023-02-23,2023-02-26,0,12,North,Delivered,Truck
4146,5211,6,Delhivery,2024-06-02,2024-06-08,2024-06-11,0,9,North,Delivered,Truck
4147,5212,10,FedEx,2023-03-05,2023-03-10,2023-03-18,1,13,Central,Delivered,Air
4148,5213,7,DHL,2023-11-19,2023-11-26,2023-11-28,0,9,West,Delivered,Air
4149,5214,10,BlueDart,2023-01-14,2023-01-22,2023-01-20,0,6,North,Delivered,Rail
4150,5215,9,Delhivery,2022-05-20,2022-05-26,2022-05-27,0,7,West,Delivered,Rail
4151,5216,5,Ekart,2023-02-21,2023-02-26,2023-03-04,0,11,South,Delivered,Air
4152,5218,8,DTDC,2023-01-07,2023-01-16,2023-01-10,0,3,East,Delivered,Truck
4153,5219,3,Ekart,2024-03-19,2024-03-29,2024-03-24,0,5,North,Delivered,Truck
4154,5220,6,DHL,2024-01-18,2024-01-27,2024-01-31,1,13,West,Delivered,Rail
4155,5221,10,Ekart,2024-01-29,2024-02-04,2024-02-01,0,3,West,Delivered,Rail
4156,5222,5,BlueDart,2023-01-29,2023-02-03,2023-02-07,0,9,West,Delivered,Rail
4157,5223,1,BlueDart,2022-07-23,2022-07-31,2022-08-11,1,19,East,Delivered,Rail
4158,5224,8,FedEx,2024-04-26,2024-04-29,2024-05-12,1,16,North,Delivered,Rail
4159,5225,7,Delhivery,2023-09-04,2023-09-09,2023-09-12,0,8,North,Delivered,Rail
4160,5226,10,DHL,2022-11-02,2022-11-07,2022-11-06,0,4,Central,Delivered,Rail
4161,5227,2,Delhivery,2024-05-18,2024-05-24,2024-05-27,0,9,North,Delivered,Truck
4162,5228,6,Ekart,2024-02-07,2024-02-14,2024-02-19,0,12,North,Delivered,Truck
4163,5229,10,Delhivery,2022-10-19,2022-10-27,2022-11-04,1,16,Central,Delivered,Rail
