shipment_id,order_id,warehouse_id,shipment_partner,ship_date,expected_delivery_date,actual_delivery_date,is_delayed,transit_days,destination_region,shipment_status,vehicle_type,delay_days,delay_severity
3574,4494,5,Ekart,2024-05-07,2024-05-16,2024-05-14,0,7,South,Delivered,Air,0,On Time
3575,4495,1,BlueDart,2022-07-17,2022-07-23,2022-07-23,0,6,Central,Delivered,Rail,0,On Time
3576,4496,5,Ekart,2024-02-18,2024-02-22,2024-02-29,0,11,South,Delivered,Air,7,Moderate Delay
3577,4497,10,FedEx,2022-04-05,2022-04-11,2022-04-09,0,4,North,Delivered,Truck,0,On Time
3578,4499,7,Delhivery,2024-01-17,2024-01-20,2024-01-28,0,11,East,Delivered,Truck,8,Severe Delay
3579,4500,6,BlueDart,2024-06-01,2024-06-09,2024-06-05,0,4,East,Delivered,Rail,0,On Time
3580,4501,7,DHL,2022-06-23,2022-06-26,2022-07-04,0,11,West,Delivered,Rail,8,Severe Delay
3581,4503,4,DHL,2023-05-01,2023-05-07,2023-05-10,0,9,Central,Delivered,Air,3,Minor Delay
3582,4504,10,FedEx,2022-03-27,2022-04-03,2022-04-12,1,16,South,Delivered,Rail,9,Severe Delay
3583,4505,9,BlueDart,2024-09-30,2024-10-03,2024-10-09,0,9,Central,Delivered,Van,6,Moderate Delay
3584,4507,2,FedEx,2023-01-27,2023-02-06,2023-02-01,0,5,South,Delivered,Van,0,On Time
3585,4508,5,Delhivery,2024-11-16,2024-11-25,2024-11-21,0,5,South,Delivered,Van,0,On Time
3586,4510,10,BlueDart,2023-04-20,2023-04-23,2023-05-12,1,22,Central,Delivered,Air,19,Severe Delay
3587,4511,5,FedEx,2023-01-27,2023-02-05,2023-02-07,1,11,West,Delivered,Air,2,Minor Delay
3588,4513,10,FedEx,2022-08-14,2022-08-17,2022-08-19,0,5,Central,Delivered,Rail,2,Minor Delay
3589,4514,7,FedEx,2024-10-25,2024-10-28,2024-11-03,0,9,East,Delivered,Van,6,Moderate Delay
3590,4515,6,Delhivery,2023-05-06,2023-05-10,2023-05-14,1,8,Central,Delivered,Truck,4,Moderate Delay
3591,4516,1,DHL,2024-07-15,2024-07-21,2024-07-21,0,6,West,Delivered,Van,0,On Time
3592,4517,6,Delhivery,2024-08-14,2024-08-23,2024-08-23,0,9,West,Delivered,Truck,0,On Time
3593,4518,5,Delhivery,2022-06-19,2022-06-26,2022-06-26,0,7,Central,Delivered,Truck,0,On Time
3594,4519,6,Delhivery,2024-01-19,2024-01-25,2024-01-27,0,8,North,Delivered,Van,2,Minor Delay
3595,4521,7,Delhivery,2022-07-26,2022-08-05,2022-08-01,0,6,Central,Delivered,Van,0,On Time
3596,4522,8,BlueDart,2023-08-19,2023-08-22,2023-08-24,0,5,East,Delivered,Van,2,Minor Delay
3597,4523,1,BlueDart,2024-07-04,2024-07-11,2024-07-07,0,3,North,Delivered,Air,0,On Time
3598,4524,2,Ekart,2022-11-13,2022-11-19,2022-11-18,0,5,North,Delivered,Air,0,On Time
3599,4525,8,FedEx,2022-11-24,2022-12-03,2022-11-28,0,4,Central,Delivered,Air,0,On Time
3600,4526,5,Ekart,2022-03-30,2022-04-08,2022-04-10,0,11,West,Delivered,Air,2,Minor Delay
3601,4527,10,BlueDart,2022-03-24,2022-03-30,2022-04-05,0,12,East,Delivered,Truck,6,Moderate Delay
3602,4528,8,Delhivery,2023-03-28,2023-04-04,2023-04-03,0,6,North,Delivered,Rail,0,On Time
3603,4529,1,Ekart,2023-09-23,2023-10-03,2023-10-02,0,9,West,Delivered,Air,0,On Time
3604,4530,4,DTDC,2022-05-20,2022-05-27,2022-05-29,0,9,North,Delivered,Van,2,Minor Delay
3605,4531,1,BlueDart,2023-09-30,2023-10-03,2023-10-08,0,8,West,Delivered,Rail,5,Moderate Delay
3606,4532,5,DHL,2022-07-14,2022-07-22,2022-07-25,0,11,West,Delivered,Air,3,Minor Delay
3607,4533,6,FedEx,2024-01-30,2024-02-05,2024-02-07,0,8,East,Delivered,Rail,2,Minor Delay
3608,4534,3,Ekart,2023-08-09,2023-08-14,2023-08-20,1,11,South,Delivered,Air,6,Moderate Delay
3609,4535,9,DHL,2024-01-10,2024-01-18,2024-01-17,0,7,West,Delivered,Van,0,On Time
3610,4536,6,Ekart,2023-02-05,2023-02-08,2023-02-13,0,8,South,Delivered,Air,5,Moderate Delay
3611,4537,5,Ekart,2023-12-02,2023-12-11,2023-12-06,0,4,South,Delivered,Rail,0,On Time
3612,4538,8,BlueDart,2024-01-31,2024-02-05,2024-02-12,0,12,West,Delivered,Rail,7,Moderate Delay
3613,4540,2,DTDC,2022-04-26,2022-05-03,2022-05-03,0,7,North,Delivered,Van,0,On Time
3614,4541,5,Ekart,2022-09-02,2022-09-10,2022-09-13,0,11,Central,Delivered,Van,3,Minor Delay
3615,4542,10,Ekart,2022-01-20,2022-01-23,2022-01-28,0,8,Central,Delivered,Truck,5,Moderate Delay
3616,4543,10,FedEx,2023-12-21,2023-12-25,2024-01-01,0,11,North,Delivered,Air,7,Moderate Delay
3617,4544,7,DTDC,2024-08-07,2024-08-16,2024-08-13,0,6,South,Delivered,Truck,0,On Time
3618,4547,7,BlueDart,2022-08-18,2022-08-27,2022-09-02,1,15,Central,Delivered,Rail,6,Moderate Delay
3619,4548,6,DTDC,2024-09-24,2024-09-29,2024-10-02,0,8,East,Delivered,Van,3,Minor Delay
3620,4550,5,DTDC,2022-10-02,2022-10-11,2022-10-12,0,10,West,Delivered,Air,1,Minor Delay
3621,4551,6,BlueDart,2023-11-29,2023-12-06,2023-12-02,0,3,West,Delivered,Truck,0,On Time
3622,4552,3,DHL,2022-05-20,2022-05-25,2022-05-23,0,3,West,Delivered,Truck,0,On Time
3623,4553,8,BlueDart,2024-07-19,2024-07-23,2024-07-24,0,5,South,Delivered,Rail,1,Minor Delay
3624,4554,4,DTDC,2024-08-16,2024-08-22,2024-08-19,0,3,South,Delivered,Air,0,On Time
3625,4555,8,Delhivery,2024-01-29,2024-02-08,2024-02-02,0,4,West,Delivered,Rail,0,On Time
3626,4556,7,Delhivery,2022-11-08,2022-11-12,2022-11-19,0,11,Central,Delivered,Rail,7,Moderate Delay
3627,4558,3,Ekart,2022-01-19,2022-01-27,2022-01-27,0,8,Central,Delivered,Air,0,On Time
3628,4560,1,DTDC,2022-08-20,2022-08-30,2022-08-27,1,7,North,Delivered,Rail,0,On Time
3629,4561,2,DHL,2024-01-27,2024-02-02,2024-02-12,1,16,Central,Delivered,Truck,10,Severe Delay
3630,4563,8,DTDC,2024-05-13,2024-05-16,2024-05-23,0,10,South,Delivered,Rail,7,Moderate Delay
3631,4564,1,FedEx,2024-04-08,2024-04-17,2024-04-17,0,9,West,Delivered,Rail,0,On Time
3632,4565,4,Ekart,2023-10-23,2023-11-02,2023-10-26,0,3,East,Delivered,Van,0,On Time
3633,4566,5,BlueDart,2023-09-09,2023-09-14,2023-09-20,0,11,West,Delivered,Rail,6,Moderate Delay
3634,4569,5,BlueDart,2023-07-10,2023-07-16,2023-07-29,1,19,South,Delivered,Truck,13,Severe Delay
3635,4571,3,DHL,2023-09-15,2023-09-18,2023-09-28,1,13,West,Delivered,Van,10,Severe Delay
3636,4573,7,Ekart,2024-12-13,2024-12-16,2024-12-26,1,13,Central,Delivered,Van,10,Severe Delay
3637,4575,8,Ekart,2024-06-11,2024-06-17,2024-06-29,1,18,East,Delivered,Air,12,Severe Delay
3638,4576,1,Delhivery,2022-12-25,2023-01-02,2022-12-31,0,6,South,Delivered,Rail,0,On Time
3639,4577,5,Delhivery,2022-08-21,2022-08-30,2022-09-02,0,12,North,Delivered,Rail,3,Minor Delay
3640,4578,1,FedEx,2022-07-08,2022-07-16,2022-07-12,0,4,West,Delivered,Van,0,On Time
3641,4579,7,Ekart,2024-06-06,2024-06-13,2024-06-12,0,6,South,Delivered,Air,0,On Time
3642,4581,6,DTDC,2023-09-16,2023-09-23,2023-09-26,0,10,North,Delivered,Van,3,Minor Delay
3643,4582,7,DTDC,2022-04-22,2022-05-02,2022-04-25,0,3,South,Delivered,Truck,0,On Time
3644,4583,6,BlueDart,2022-02-11,2022-02-16,2022-02-23,0,12,Central,Delivered,Van,7,Moderate Delay
3645,4584,8,Delhivery,2023-02-19,2023-03-01,2023-02-23,0,4,West,Delivered,Truck,0,On Time
3646,4585,9,Ekart,2022-12-21,2022-12-29,2022-12-24,0,3,West,Delivered,Air,0,On Time
3647,4588,7,DHL,2024-07-06,2024-07-16,2024-07-11,0,5,East,Delivered,Rail,0,On Time
3648,4589,1,Ekart,2022-08-29,2022-09-01,2022-09-06,0,8,North,Delivered,Rail,5,Moderate Delay
3649,4590,8,Delhivery,2022-03-29,2022-04-06,2022-04-09,0,11,North,Delivered,Air,3,Minor Delay
3650,4591,6,FedEx,2023-09-08,2023-09-14,2023-09-14,0,6,South,Delivered,Truck,0,On Time
3651,4592,10,BlueDart,2024-02-04,2024-02-14,2024-02-11,0,7,West,Delivered,Rail,0,On Time
3652,4593,4,Delhivery,2024-02-04,2024-02-11,2024-02-07,0,3,Central,Delivered,Van,0,On Time
3653,4595,8,DTDC,2022-12-03,2022-12-09,2022-12-14,0,11,South,Delivered,Truck,5,Moderate Delay
3654,4596,9,FedEx,2023-07-24,2023-07-30,2023-07-30,0,6,Central,Delivered,Air,0,On Time
3655,4598,4,DHL,2023-04-17,2023-04-20,2023-04-20,0,3,North,Delivered,Air,0,On Time
3656,4599,7,BlueDart,2024-08-14,2024-08-23,2024-08-23,0,9,East,Delivered,Air,0,On Time
3657,4600,4,BlueDart,2024-08-18,2024-08-22,2024-08-26,0,8,North,Delivered,Truck,4,Moderate Delay
3658,4601,8,DTDC,2023-01-23,2023-01-31,2023-01-28,0,5,East,Delivered,Rail,0,On Time
3659,4603,9,Ekart,2024-08-02,2024-08-09,2024-08-09,1,7,North,Delivered,Truck,0,On Time
3660,4604,4,FedEx,2022-04-22,2022-04-26,2022-04-29,0,7,West,Delivered,Rail,3,Minor Delay
3661,4605,6,DHL,2024-08-09,2024-08-18,2024-08-25,1,16,North,Delivered,Rail,7,Moderate Delay
3662,4606,5,DHL,2022-10-24,2022-11-01,2022-10-27,0,3,South,Delivered,Van,0,On Time
3663,4607,1,Ekart,2023-06-01,2023-06-06,2023-06-09,0,8,West,Delivered,Van,3,Minor Delay
3664,4609,5,FedEx,2024-03-04,2024-03-08,2024-03-10,0,6,South,Delivered,Van,2,Minor Delay
3665,4610,6,FedEx,2024-03-29,2024-04-06,2024-04-08,0,10,West,Delivered,Van,2,Minor Delay
3666,4611,9,BlueDart,2023-08-06,2023-08-09,2023-08-11,0,5,Central,Delivered,Van,2,Minor Delay
3667,4612,10,BlueDart,2023-05-30,2023-06-06,2023-06-11,0,12,North,Delivered,Air,5,Moderate Delay
3668,4613,3,FedEx,2023-06-13,2023-06-23,2023-06-21,0,8,East,Delivered,Van,0,On Time
3669,4614,7,Ekart,2023-09-22,2023-10-02,2023-10-04,0,12,South,Delivered,Rail,2,Minor Delay
3670,4615,7,Ekart,2024-07-05,2024-07-13,2024-07-10,0,5,West,Delivered,Air,0,On Time
3671,4616,6,Ekart,2024-05-04,2024-05-14,2024-05-07,0,3,Central,Delivered,Van,0,On Time
3672,4617,5,FedEx,2022-03-17,2022-03-23,2022-03-23,0,6,South,Delivered,Truck,0,On Time
3673,4619,2,BlueDart,2023-07-08,2023-07-17,2023-07-16,0,8,North,Delivered,Van,0,On Time
3674,4620,2,Delhivery,2022-04-19,2022-04-25,2022-04-22,0,3,North,Delivered,Air,0,On Time
3675,4622,9,FedEx,2022-06-20,2022-06-27,2022-06-27,0,7,North,Delivered,Rail,0,On Time
3676,4623,7,FedEx,2024-08-30,2024-09-04,2024-09-06,1,7,South,Delivered,Truck,2,Minor Delay
3677,4625,1,Ekart,2024-02-01,2024-02-07,2024-02-07,0,6,North,Delivered,Van,0,On Time
3678,4626,1,BlueDart,2023-09-08,2023-09-14,2023-09-17,0,9,South,Delivered,Air,3,Minor Delay
3679,4627,9,DTDC,2022-11-10,2022-11-13,2022-11-14,0,4,East,Delivered,Rail,1,Minor Delay
3680,4629,5,Delhivery,2023-06-24,2023-07-02,2023-06-27,0,3,South,Delivered,Truck,0,On Time
3681,4630,5,Ekart,2024-11-07,2024-11-16,2024-11-14,0,7,North,Delivered,Van,0,On Time
3682,4631,9,DHL,2022-11-13,2022-11-17,2022-11-22,0,9,Central,Delivered,Rail,5,Moderate Delay
3683,4633,2,DTDC,2024-11-07,2024-11-17,2024-11-10,0,3,North,Delivered,Air,0,On Time
3684,4635,4,BlueDart,2024-02-11,2024-02-16,2024-02-19,0,8,North,Delivered,Air,3,Minor Delay
3685,4636,3,DTDC,2022-01-13,2022-01-21,2022-01-25,0,12,Central,Delivered,Van,4,Moderate Delay
3686,4637,5,DHL,2022-07-16,2022-07-20,2022-07-19,0,3,East,Delivered,Air,0,On Time
3687,4638,1,BlueDart,2022-08-13,2022-08-19,2022-08-19,0,6,East,Delivered,Air,0,On Time
3688,4639,5,FedEx,2022-10-30,2022-11-07,2022-11-08,0,9,North,Delivered,Rail,1,Minor Delay
3689,4642,10,FedEx,2024-07-24,2024-08-02,2024-07-28,0,4,North,Delivered,Van,0,On Time
3690,4643,8,DHL,2022-03-21,2022-03-25,2022-03-24,0,3,South,Delivered,Air,0,On Time
3691,4644,5,Delhivery,2023-11-08,2023-11-14,2023-11-11,0,3,North,Delivered,Van,0,On Time
3692,4645,5,Ekart,2024-09-12,2024-09-15,2024-09-19,0,7,Central,Delivered,Truck,4,Moderate Delay
3693,4646,6,FedEx,2022-05-06,2022-05-09,2022-05-09,0,3,South,Delivered,Air,0,On Time
3694,4647,10,DHL,2023-08-20,2023-08-30,2023-08-30,0,10,North,Delivered,Air,0,On Time
3695,4648,3,DHL,2022-09-28,2022-10-02,2022-10-10,0,12,Central,Delivered,Truck,8,Severe Delay
3696,4649,7,DTDC,2024-04-13,2024-04-19,2024-04-17,0,4,West,Delivered,Rail,0,On Time
3697,4650,3,BlueDart,2022-01-30,2022-02-02,2022-02-10,0,11,South,Delivered,Van,8,Severe Delay
3698,4651,6,DTDC,2024-01-25,2024-01-30,2024-02-10,1,16,South,Delivered,Air,11,Severe Delay
3699,4652,4,Delhivery,2023-03-17,2023-03-25,2023-04-04,1,18,North,Delivered,Rail,10,Severe Delay
3700,4653,2,Delhivery,2023-04-19,2023-04-24,2023-04-27,0,8,East,Delivered,Air,3,Minor Delay
3701,4655,6,Ekart,2022-09-11,2022-09-15,2022-09-15,0,4,West,Delivered,Air,0,On Time
3702,4656,10,Delhivery,2024-07-30,2024-08-07,2024-08-03,0,4,West,Delivered,Rail,0,On Time
3703,4658,4,DHL,2023-10-26,2023-11-04,2023-11-04,0,9,North,Delivered,Air,0,On Time
3704,4659,8,BlueDart,2024-02-09,2024-02-18,2024-02-18,0,9,South,Delivered,Truck,0,On Time
3705,4660,8,DHL,2024-04-03,2024-04-13,2024-04-15,0,12,Central,Delivered,Truck,2,Minor Delay
3706,4661,4,BlueDart,2024-06-02,2024-06-05,2024-06-13,0,11,North,Delivered,Air,8,Severe Delay
3707,4663,3,DTDC,2022-01-15,2022-01-23,2022-01-20,0,5,West,Delivered,Van,0,On Time
3708,4664,7,Ekart,2022-04-09,2022-04-18,2022-04-16,0,7,Central,Delivered,Van,0,On Time
3709,4665,5,FedEx,2023-08-14,2023-08-19,2023-08-26,0,12,South,Delivered,Van,7,Moderate Delay
3710,4666,10,DTDC,2024-02-10,2024-02-20,2024-02-16,0,6,North,Delivered,Truck,0,On Time
3711,4667,5,Ekart,2023-01-21,2023-01-29,2023-01-31,0,10,South,Delivered,Rail,2,Minor Delay
3712,4668,3,Delhivery,2023-09-26,2023-10-02,2023-10-07,0,11,North,Delivered,Rail,5,Moderate Delay
3713,4669,10,DTDC,2024-06-05,2024-06-10,2024-06-09,0,4,South,Delivered,Van,0,On Time
3714,4671,7,DHL,2024-06-07,2024-06-12,2024-06-13,0,6,West,Delivered,Truck,1,Minor Delay
3715,4672,4,DHL,2024-11-28,2024-12-05,2024-12-08,0,10,West,Delivered,Truck,3,Minor Delay
3716,4673,2,BlueDart,2022-05-05,2022-05-13,2022-05-17,0,12,Central,Delivered,Van,4,Moderate Delay
3717,4674,1,Delhivery,2022-10-16,2022-10-20,2022-10-31,1,15,West,Delivered,Truck,11,Severe Delay
3718,4675,4,Ekart,2023-11-23,2023-11-26,2023-11-29,0,6,South,Delivered,Van,3,Minor Delay
3719,4677,8,DHL,2024-09-13,2024-09-17,2024-09-25,0,12,West,Delivered,Air,8,Severe Delay
3720,4679,6,DHL,2022-12-25,2023-01-01,2023-01-04,0,10,South,Delivered,Van,3,Minor Delay
3721,4681,3,BlueDart,2022-07-16,2022-07-21,2022-07-23,0,7,North,Delivered,Rail,2,Minor Delay
3722,4682,6,Delhivery,2023-12-16,2023-12-26,2023-12-21,0,5,South,Delivered,Rail,0,On Time
3723,4683,1,DHL,2023-09-09,2023-09-14,2023-09-17,0,8,South,Delivered,Truck,3,Minor Delay
3724,4684,6,Ekart,2023-09-28,2023-10-06,2023-10-04,0,6,South,Delivered,Van,0,On Time
3725,4685,7,DHL,2024-07-22,2024-07-28,2024-07-25,0,3,North,Delivered,Rail,0,On Time
3726,4687,5,BlueDart,2022-12-13,2022-12-16,2022-12-20,0,7,North,Delivered,Truck,4,Moderate Delay
3727,4688,9,FedEx,2024-07-26,2024-07-31,2024-07-31,0,5,West,Delivered,Truck,0,On Time
3728,4689,9,BlueDart,2023-04-11,2023-04-18,2023-04-19,0,8,East,Delivered,Air,1,Minor Delay
3729,4690,10,Ekart,2023-03-22,2023-03-31,2023-03-31,0,9,Central,Delivered,Air,0,On Time
3730,4691,10,FedEx,2024-02-25,2024-03-04,2024-03-02,0,6,North,Delivered,Van,0,On Time
3731,4693,7,DHL,2023-03-06,2023-03-14,2023-03-10,0,4,South,Delivered,Truck,0,On Time
3732,4694,9,FedEx,2024-03-05,2024-03-08,2024-03-14,0,9,Central,Delivered,Van,6,Moderate Delay
3733,4695,1,Delhivery,2023-12-01,2023-12-11,2023-12-04,0,3,West,Delivered,Rail,0,On Time
3734,4696,7,BlueDart,2023-10-13,2023-10-19,2023-10-19,0,6,South,Delivered,Truck,0,On Time
3735,4697,5,DTDC,2024-01-22,2024-01-30,2024-01-25,0,3,East,Delivered,Van,0,On Time
3736,4698,3,FedEx,2023-05-26,2023-06-01,2023-06-01,0,6,West,Delivered,Truck,0,On Time
3737,4699,3,FedEx,2023-07-14,2023-07-23,2023-07-26,0,12,South,Delivered,Air,3,Minor Delay
3738,4700,4,DHL,2024-05-20,2024-05-30,2024-05-27,0,7,East,Delivered,Air,0,On Time
3739,4701,9,Ekart,2023-08-23,2023-08-28,2023-08-30,0,7,South,Delivered,Air,2,Minor Delay
3740,4702,2,DHL,2022-06-15,2022-06-25,2022-06-21,0,6,West,Delivered,Air,0,On Time
3741,4706,2,Ekart,2024-06-10,2024-06-20,2024-06-15,0,5,South,Delivered,Rail,0,On Time
3742,4707,1,FedEx,2022-09-22,2022-09-28,2022-09-27,0,5,West,Delivered,Van,0,On Time
3743,4708,8,FedEx,2023-06-08,2023-06-13,2023-06-21,1,13,Central,Delivered,Van,8,Severe Delay
3744,4709,5,BlueDart,2022-07-30,2022-08-06,2022-08-11,0,12,West,Delivered,Rail,5,Moderate Delay
3745,4710,4,DHL,2023-01-26,2023-02-05,2023-01-30,0,4,East,Delivered,Van,0,On Time
3746,4711,1,Delhivery,2022-10-09,2022-10-14,2022-10-21,0,12,West,Delivered,Rail,7,Moderate Delay
3747,4712,4,DHL,2022-03-24,2022-03-30,2022-03-31,0,7,North,Delivered,Van,1,Minor Delay
3748,4713,10,FedEx,2022-10-19,2022-10-29,2022-10-28,0,9,West,Delivered,Van,0,On Time
3749,4714,8,FedEx,2023-07-07,2023-07-17,2023-07-15,0,8,North,Delivered,Van,0,On Time
3750,4715,2,Delhivery,2024-05-05,2024-05-13,2024-05-15,0,10,North,Delivered,Rail,2,Minor Delay
3751,4716,1,FedEx,2024-05-15,2024-05-24,2024-05-23,0,8,South,Delivered,Air,0,On Time
3752,4717,9,DTDC,2022-06-17,2022-06-20,2022-06-27,0,10,North,Delivered,Rail,7,Moderate Delay
3753,4718,2,DHL,2022-09-18,2022-09-28,2022-09-29,0,11,North,Delivered,Air,1,Minor Delay
3754,4719,10,BlueDart,2022-12-25,2022-12-28,2023-01-08,1,14,Central,Delivered,Air,11,Severe Delay
3755,4720,2,DTDC,2023-02-16,2023-02-25,2023-02-24,0,8,North,Delivered,Air,0,On Time
3756,4721,9,FedEx,2024-02-07,2024-02-11,2024-02-10,0,3,East,Delivered,Air,0,On Time
3757,4723,2,FedEx,2022-12-03,2022-12-09,2022-12-11,0,8,North,Delivered,Truck,2,Minor Delay
3758,4725,10,DTDC,2024-07-11,2024-07-20,2024-07-16,0,5,East,Delivered,Rail,0,On Time
3759,4729,5,DTDC,2023-08-20,2023-08-25,2023-08-30,0,10,South,Delivered,Air,5,Moderate Delay
3760,4730,9,DTDC,2023-12-13,2023-12-17,2023-12-31,1,18,North,Delivered,Truck,14,Severe Delay
3761,4731,3,DTDC,2024-11-11,2024-11-14,2024-11-19,0,8,Central,Delivered,Air,5,Moderate Delay
3762,4737,6,Delhivery,2023-12-22,2024-01-01,2024-01-08,1,17,North,Delivered,Van,7,Moderate Delay
3763,4738,3,DTDC,2022-04-26,2022-05-04,2022-05-03,0,7,East,Delivered,Air,0,On Time
3764,4739,5,FedEx,2022-04-10,2022-04-15,2022-04-19,0,9,Central,Delivered,Truck,4,Moderate Delay
3765,4741,10,DHL,2023-09-14,2023-09-24,2023-09-21,0,7,West,Delivered,Van,0,On Time
3766,4742,5,FedEx,2023-08-31,2023-09-09,2023-09-08,1,8,West,Delivered,Rail,0,On Time
3767,4743,6,Delhivery,2023-09-30,2023-10-04,2023-10-17,1,17,Central,Delivered,Truck,13,Severe Delay
3768,4744,2,FedEx,2023-01-13,2023-01-16,2023-01-26,1,13,South,Delivered,Air,10,Severe Delay
3769,4746,3,FedEx,2024-10-22,2024-11-01,2024-10-29,0,7,Central,Delivered,Van,0,On Time
3770,4747,5,DTDC,2024-11-24,2024-11-27,2024-11-27,0,3,Central,Delivered,Rail,0,On Time
3771,4749,3,FedEx,2022-03-10,2022-03-14,2022-03-22,1,12,West,Delivered,Air,8,Severe Delay
3772,4750,6,Ekart,2024-07-12,2024-07-22,2024-07-25,1,13,Central,Delivered,Truck,3,Minor Delay
3773,4751,2,Ekart,2022-01-19,2022-01-26,2022-01-27,0,8,South,Delivered,Rail,1,Minor Delay
3774,4752,6,Ekart,2024-06-13,2024-06-18,2024-06-23,0,10,West,Delivered,Air,5,Moderate Delay
3775,4754,4,Delhivery,2022-10-11,2022-10-14,2022-10-27,1,16,East,Delivered,Rail,13,Severe Delay
3776,4755,5,Ekart,2022-09-20,2022-09-27,2022-09-26,0,6,South,Delivered,Air,0,On Time
3777,4756,5,Ekart,2022-12-15,2022-12-19,2022-12-23,0,8,South,Delivered,Air,4,Moderate Delay
3778,4758,3,Ekart,2024-10-11,2024-10-20,2024-10-14,0,3,West,Delivered,Van,0,On Time
3779,4759,7,FedEx,2023-07-11,2023-07-18,2023-07-21,0,10,West,Delivered,Van,3,Minor Delay
3780,4760,4,Ekart,2023-07-10,2023-07-16,2023-07-14,0,4,West,Delivered,Rail,0,On Time
3781,4761,3,BlueDart,2024-08-25,2024-09-02,2024-09-04,0,10,North,Delivered,Air,2,Minor Delay
3782,4762,7,DHL,2024-05-23,2024-05-28,2024-06-02,1,10,East,Delivered,Van,5,Moderate Delay
3783,4763,9,DTDC,2024-02-21,2024-02-26,2024-02-25,0,4,Central,Delivered,Truck,0,On Time
3784,4764,6,DTDC,2022-04-20,2022-04-30,2022-04-27,0,7,East,Delivered,Van,0,On Time
3785,4765,10,BlueDart,2024-03-12,2024-03-19,2024-03-17,0,5,South,Delivered,Rail,0,On Time
3786,4767,9,FedEx,2024-06-18,2024-06-27,2024-06-24,0,6,West,Delivered,Van,0,On Time
3787,4769,9,Ekart,2024-02-22,2024-03-03,2024-02-27,0,5,South,Delivered,Truck,0,On Time
3788,4772,5,FedEx,2022-10-04,2022-10-14,2022-10-16,0,12,East,Delivered,Truck,2,Minor Delay
3789,4774,4,DTDC,2022-04-09,2022-04-13,2022-04-21,0,12,Central,Delivered,Van,8,Severe Delay
3790,4775,6,DHL,2022-05-05,2022-05-15,2022-05-11,0,6,East,Delivered,Air,0,On Time
3791,4777,2,BlueDart,2024-08-13,2024-08-16,2024-08-22,0,9,Central,Delivered,Air,6,Moderate Delay
3792,4778,10,FedEx,2022-04-03,2022-04-12,2022-04-14,1,11,East,Delivered,Rail,2,Minor Delay
3793,4779,10,Ekart,2022-12-26,2022-12-29,2022-12-30,0,4,Central,Delivered,Van,1,Minor Delay
3794,4780,8,Ekart,2022-12-25,2023-01-02,2023-01-16,1,22,North,Delivered,Truck,14,Severe Delay
3795,4781,8,DHL,2024-09-11,2024-09-19,2024-09-20,0,9,East,Delivered,Air,1,Minor Delay
3796,4782,8,Ekart,2024-03-24,2024-03-30,2024-03-29,0,5,West,Delivered,Rail,0,On Time
3797,4783,10,FedEx,2023-05-24,2023-05-28,2023-06-01,1,8,East,Delivered,Truck,4,Moderate Delay
3798,4784,8,FedEx,2023-02-11,2023-02-18,2023-02-23,1,12,North,Delivered,Rail,5,Moderate Delay
3799,4785,4,BlueDart,2024-08-24,2024-08-27,2024-09-02,0,9,South,Delivered,Van,6,Moderate Delay
3800,4786,3,BlueDart,2024-11-20,2024-11-23,2024-11-25,0,5,West,Delivered,Rail,2,Minor Delay
3801,4789,6,FedEx,2024-05-01,2024-05-05,2024-05-09,0,8,North,Delivered,Rail,4,Moderate Delay
3802,4790,2,DTDC,2024-09-12,2024-09-19,2024-09-20,0,8,North,Delivered,Rail,1,Minor Delay
3803,4792,4,BlueDart,2023-12-15,2023-12-19,2023-12-22,0,7,North,Delivered,Van,3,Minor Delay
3804,4793,9,Delhivery,2022-09-05,2022-09-13,2022-09-17,0,12,North,Delivered,Van,4,Moderate Delay
3805,4794,10,DHL,2023-03-26,2023-03-29,2023-03-29,0,3,North,Delivered,Truck,0,On Time
3806,4796,9,BlueDart,2023-07-14,2023-07-18,2023-07-20,0,6,Central,Delivered,Van,2,Minor Delay
3807,4797,4,BlueDart,2024-11-28,2024-12-08,2024-12-01,0,3,West,Delivered,Rail,0,On Time
3808,4798,2,DHL,2022-09-17,2022-09-26,2022-09-20,0,3,Central,Delivered,Truck,0,On Time
3809,4801,8,BlueDart,2024-09-06,2024-09-15,2024-09-12,0,6,North,Delivered,Rail,0,On Time
3810,4802,1,Delhivery,2024-09-24,2024-10-04,2024-10-04,0,10,West,Delivered,Truck,0,On Time
3811,4803,3,Ekart,2023-08-29,2023-09-01,2023-09-08,0,10,North,Delivered,Truck,7,Moderate Delay
3812,4804,10,Ekart,2023-02-15,2023-02-25,2023-02-25,0,10,South,Delivered,Rail,0,On Time
3813,4805,6,BlueDart,2024-04-26,2024-05-05,2024-05-05,0,9,Central,Delivered,Truck,0,On Time
3814,4806,6,Delhivery,2024-07-02,2024-07-05,2024-07-08,0,6,South,Delivered,Rail,3,Minor Delay
3815,4807,9,Delhivery,2022-05-19,2022-05-23,2022-05-25,0,6,North,Delivered,Rail,2,Minor Delay
3816,4808,6,Delhivery,2024-08-19,2024-08-26,2024-08-22,0,3,East,Delivered,Van,0,On Time
3817,4809,10,FedEx,2022-06-27,2022-07-05,2022-07-08,0,11,South,Delivered,Van,3,Minor Delay
3818,4810,5,Delhivery,2024-04-13,2024-04-21,2024-04-25,0,12,South,Delivered,Truck,4,Moderate Delay
